Dorm,Appliance,Season,Hour,Month,DayOfWeek,Usage (kWh)
Adams Hall,Air Conditioners,Summer,16,8,6,2.93
Smith Hall,Air Conditioners,Summer,17,8,6,1.8
Smith Hall,Heaters,Summer,18,8,6,1.94
Village,Phones,Summer,19,8,6,1.88
Chu Hall,Heaters,Summer,20,8,6,2.83
Smith Hall,Heaters,Summer,21,8,6,0.95
Parker Hall,Kettles,Summer,22,8,6,0.5
Smith Hall,Lamps,Summer,23,8,6,0.41
Smith Hall,Laptops,Summer,0,8,0,1.78
Chu Hall,Fridges,Summer,1,8,0,0.22
Smith Hall,Laptops,Summer,2,8,0,2.81
Kaplanis Hall,Heaters,Summer,3,8,0,2.77
Moulton House,Cooking Wares,Summer,4,8,0,2.87
Adams Hall,Laptops,Summer,5,8,0,1.16
Smith Hall,Phones,Summer,6,8,0,1.53
Village,Lamps,Summer,7,8,0,2.31
Chu Hall,Heaters,Summer,8,8,0,0.31
Parker Hall,Cooking Wares,Summer,9,8,0,1.61
Parker Hall,Kettles,Summer,10,8,0,2.16
Smith Hall,Fans,Summer,11,8,0,1.97
Gillespie Hall,Fans,Summer,12,8,0,1.28
Adams Hall,Phones,Summer,13,8,0,0.85
Gillespie Hall,Cooking Wares,Summer,14,8,0,2.85
Village,Phones,Summer,15,8,0,2.81
Village,Lamps,Summer,16,8,0,0.73
Moulton House,Kettles,Summer,17,8,0,2.69
Gillespie Hall,Phones,Summer,18,8,0,1.49
Chu Hall,Cooking Wares,Summer,19,8,0,2.7
Smith Hall,Kettles,Summer,20,8,0,4.41
Parker Hall,Lamps,Summer,21,8,0,3.1
Smith Hall,Kettles,Summer,22,8,0,3.37
Smith Hall,Air Conditioners,Summer,23,8,0,1.37
Gillespie Hall,Laptops,Summer,0,8,1,1.57
Parker Hall,Fridges,Summer,1,8,1,1.73
Gillespie Hall,Cooking Wares,Summer,2,8,1,1.16
Adams Hall,Fans,Summer,3,8,1,0.26
Village,Air Conditioners,Summer,4,8,1,0.29
Adams Hall,Air Conditioners,Summer,5,8,1,0.39
Smith Hall,Kettles,Summer,6,8,1,1.39
Parker Hall,Kettles,Summer,7,8,1,1.62
Moulton House,Laptops,Summer,8,8,1,1.99
Parker Hall,Kettles,Summer,9,8,1,0.28
Chu Hall,Kettles,Summer,10,8,1,0.64
Kaplanis Hall,Fans,Summer,11,8,1,3.0
Village,Kettles,Summer,12,8,1,0.17
Parker Hall,Air Conditioners,Summer,13,8,1,2.83
Adams Hall,Phones,Summer,14,8,1,0.49
Adams Hall,Air Conditioners,Summer,15,8,1,0.37
Parker Hall,Kettles,Summer,16,8,1,2.24
Moulton House,Laptops,Summer,17,8,1,0.87
Parker Hall,Air Conditioners,Summer,18,8,1,4.01
Parker Hall,Cooking Wares,Summer,19,8,1,2.07
Smith Hall,Fridges,Summer,20,8,1,2.96
Kaplanis Hall,Kettles,Summer,21,8,1,0.75
Parker Hall,Cooking Wares,Summer,22,8,1,2.78
Smith Hall,Fans,Summer,23,8,1,2.52
Village,Laptops,Summer,0,8,2,0.65
Chu Hall,Fridges,Summer,1,8,2,0.75
Adams Hall,Fans,Summer,2,8,2,0.2
Kaplanis Hall,Heaters,Summer,3,8,2,0.82
Parker Hall,Phones,Summer,4,8,2,1.27
Parker Hall,Phones,Summer,5,8,2,2.38
Adams Hall,Lamps,Summer,6,8,2,0.4
Gillespie Hall,Cooking Wares,Summer,7,8,2,0.58
Village,Cooking Wares,Summer,8,8,2,2.4
Kaplanis Hall,Heaters,Summer,9,8,2,2.18
Chu Hall,Heaters,Summer,10,8,2,0.55
Village,Laptops,Summer,11,8,2,2.77
Moulton House,Phones,Summer,12,8,2,2.08
Kaplanis Hall,Lamps,Summer,13,8,2,2.93
Kaplanis Hall,Kettles,Summer,14,8,2,2.15
Smith Hall,Phones,Summer,15,8,2,1.92
Adams Hall,Air Conditioners,Summer,16,8,2,2.87
Moulton House,Kettles,Summer,17,8,2,1.67
Adams Hall,Fridges,Summer,18,8,2,1.91
Adams Hall,Laptops,Summer,19,8,2,0.99
Kaplanis Hall,Fridges,Summer,20,8,2,3.24
Village,Kettles,Summer,21,8,2,0.56
Kaplanis Hall,Fans,Summer,22,8,2,2.95
Smith Hall,Cooking Wares,Summer,23,8,2,2.24
Village,Kettles,Summer,0,8,3,0.32
Smith Hall,Phones,Summer,1,8,3,0.6
Moulton House,Cooking Wares,Summer,2,8,3,2.67
Kaplanis Hall,Lamps,Summer,3,8,3,1.87
Parker Hall,Laptops,Summer,4,8,3,1.61
Smith Hall,Cooking Wares,Summer,5,8,3,2.11
Parker Hall,Phones,Summer,6,8,3,1.15
Parker Hall,Fridges,Summer,7,8,3,1.34
Parker Hall,Cooking Wares,Summer,8,8,3,2.55
Adams Hall,Fridges,Summer,9,8,3,1.86
Moulton House,Lamps,Summer,10,8,3,2.33
Smith Hall,Laptops,Summer,11,8,3,0.66
Chu Hall,Lamps,Summer,12,8,3,0.93
Adams Hall,Heaters,Summer,13,8,3,1.97
Adams Hall,Air Conditioners,Summer,14,8,3,2.74
Adams Hall,Lamps,Summer,15,8,3,1.1
Kaplanis Hall,Kettles,Summer,16,8,3,2.2
Moulton House,Lamps,Summer,17,8,3,0.6
Village,Lamps,Summer,18,8,3,0.57
Village,Heaters,Summer,19,8,3,3.19
Village,Cooking Wares,Summer,20,8,3,2.28
Village,Cooking Wares,Summer,21,8,3,2.18
Adams Hall,Fridges,Summer,22,8,3,3.35
Parker Hall,Air Conditioners,Summer,23,8,3,0.4
Gillespie Hall,Laptops,Summer,0,8,4,1.98
Village,Phones,Summer,1,8,4,0.63
Kaplanis Hall,Laptops,Summer,2,8,4,2.46
Moulton House,Fans,Summer,3,8,4,1.75
Village,Cooking Wares,Summer,4,8,4,1.1
Moulton House,Laptops,Summer,5,8,4,1.37
Smith Hall,Kettles,Summer,6,8,4,1.46
Parker Hall,Phones,Summer,7,8,4,1.6
Chu Hall,Fridges,Summer,8,8,4,1.42
Parker Hall,Fans,Summer,9,8,4,1.51
Parker Hall,Kettles,Summer,10,8,4,0.22
Parker Hall,Fans,Summer,11,8,4,1.18
Village,Cooking Wares,Summer,12,8,4,2.41
Parker Hall,Fans,Summer,13,8,4,7.199999999999999
Chu Hall,Fridges,Summer,14,8,4,0.83
Gillespie Hall,Fridges,Summer,15,8,4,2.88
Adams Hall,Heaters,Summer,16,8,4,2.36
Parker Hall,Phones,Summer,17,8,4,2.58
Chu Hall,Kettles,Summer,18,8,4,1.72
Chu Hall,Kettles,Summer,19,8,4,0.79
Adams Hall,Phones,Summer,20,8,4,1.85
Smith Hall,Cooking Wares,Summer,21,8,4,1.31
Moulton House,Laptops,Summer,22,8,4,4.02
Gillespie Hall,Phones,Summer,23,8,4,0.93
Moulton House,Phones,Summer,0,8,5,1.32
Parker Hall,Kettles,Summer,1,8,5,0.75
Village,Cooking Wares,Summer,2,8,5,0.5
Chu Hall,Cooking Wares,Summer,3,8,5,0.97
Chu Hall,Air Conditioners,Summer,4,8,5,2.69
Smith Hall,Cooking Wares,Summer,5,8,5,2.83
Kaplanis Hall,Heaters,Summer,6,8,5,0.37
Moulton House,Air Conditioners,Summer,7,8,5,1.22
Kaplanis Hall,Cooking Wares,Summer,8,8,5,2.83
Parker Hall,Cooking Wares,Summer,9,8,5,1.95
Moulton House,Fans,Summer,10,8,5,2.55
Adams Hall,Fans,Summer,11,8,5,1.01
Village,Phones,Summer,12,8,5,2.05
Moulton House,Fridges,Summer,13,8,5,1.2
Kaplanis Hall,Fans,Summer,14,8,5,0.69
Parker Hall,Heaters,Summer,15,8,5,2.12
Gillespie Hall,Laptops,Summer,16,8,5,1.59
Kaplanis Hall,Cooking Wares,Summer,17,8,5,2.91
Parker Hall,Laptops,Summer,18,8,5,2.24
Gillespie Hall,Fridges,Summer,19,8,5,4.18
Kaplanis Hall,Kettles,Summer,20,8,5,3.69
Adams Hall,Laptops,Summer,21,8,5,2.82
Chu Hall,Fridges,Summer,22,8,5,3.55
Parker Hall,Phones,Summer,23,8,5,1.42
Village,Laptops,Summer,0,8,6,2.73
Moulton House,Phones,Summer,1,8,6,2.24
Smith Hall,Heaters,Summer,2,8,6,2.03
Adams Hall,Phones,Summer,3,8,6,0.97
Gillespie Hall,Phones,Summer,4,8,6,2.33
Parker Hall,Air Conditioners,Summer,5,8,6,1.06
Village,Air Conditioners,Summer,6,8,6,1.63
Village,Air Conditioners,Summer,7,8,6,2.58
Moulton House,Fridges,Summer,8,8,6,2.28
Adams Hall,Air Conditioners,Summer,9,8,6,0.42
Gillespie Hall,Air Conditioners,Summer,10,8,6,2.22
Smith Hall,Fans,Summer,11,8,6,2.26
Adams Hall,Kettles,Summer,12,8,6,1.81
Chu Hall,Cooking Wares,Summer,13,8,6,1.78
Gillespie Hall,Heaters,Summer,14,8,6,0.76
Smith Hall,Fridges,Summer,15,8,6,2.71
Smith Hall,Phones,Summer,16,8,6,1.42
Village,Cooking Wares,Summer,17,8,6,2.99
Village,Cooking Wares,Summer,18,8,6,3.01
Smith Hall,Air Conditioners,Summer,19,8,6,3.76
Kaplanis Hall,Cooking Wares,Summer,20,8,6,1.25
Moulton House,Fridges,Summer,21,8,6,1.19
Village,Fans,Summer,22,8,6,2.72
Moulton House,Cooking Wares,Summer,23,8,6,1.37
Moulton House,Air Conditioners,Summer,0,8,0,1.16
Chu Hall,Lamps,Summer,1,8,0,1.44
Chu Hall,Laptops,Summer,2,8,0,0.21
Smith Hall,Air Conditioners,Summer,3,8,0,0.95
Moulton House,Fridges,Summer,4,8,0,2.87
Village,Fridges,Summer,5,8,0,0.93
Village,Lamps,Summer,6,8,0,2.6
Parker Hall,Cooking Wares,Summer,7,8,0,2.24
Parker Hall,Air Conditioners,Summer,8,8,0,1.66
Kaplanis Hall,Kettles,Summer,9,8,0,2.46
Parker Hall,Phones,Summer,10,8,0,1.77
Chu Hall,Air Conditioners,Summer,11,8,0,0.24
Moulton House,Kettles,Summer,12,8,0,1.38
Smith Hall,Kettles,Summer,13,8,0,0.25
Chu Hall,Heaters,Summer,14,8,0,0.69
Adams Hall,Fans,Summer,15,8,0,2.77
Village,Air Conditioners,Summer,16,8,0,2.72
Moulton House,Heaters,Summer,17,8,0,1.6
Parker Hall,Cooking Wares,Summer,18,8,0,0.92
Moulton House,Heaters,Summer,19,8,0,2.64
Chu Hall,Air Conditioners,Summer,20,8,0,1.21
Gillespie Hall,Lamps,Summer,21,8,0,2.31
Smith Hall,Fans,Summer,22,8,0,2.14
Village,Laptops,Summer,23,8,0,1.44
Village,Air Conditioners,Summer,0,8,1,1.69
Kaplanis Hall,Kettles,Summer,1,8,1,0.73
Parker Hall,Fridges,Summer,2,8,1,1.62
Chu Hall,Phones,Summer,3,8,1,1.77
Adams Hall,Kettles,Summer,4,8,1,1.26
Village,Air Conditioners,Summer,5,8,1,1.36
Village,Air Conditioners,Summer,6,8,1,2.78
Parker Hall,Fans,Summer,7,8,1,0.82
Gillespie Hall,Laptops,Summer,8,8,1,2.49
Chu Hall,Fridges,Summer,9,8,1,0.7
Adams Hall,Fans,Summer,10,8,1,0.25
Moulton House,Heaters,Summer,11,8,1,1.13
Chu Hall,Fridges,Summer,12,8,1,1.53
Chu Hall,Phones,Summer,13,8,1,1.71
Moulton House,Phones,Summer,14,8,1,1.68
Kaplanis Hall,Laptops,Summer,15,8,1,0.19
Chu Hall,Fridges,Summer,16,8,1,0.6
Moulton House,Kettles,Summer,17,8,1,2.0
Village,Cooking Wares,Summer,18,8,1,3.1
Chu Hall,Cooking Wares,Summer,19,8,1,3.73
Moulton House,Fans,Summer,20,8,1,3.61
Smith Hall,Air Conditioners,Summer,21,8,1,2.58
Gillespie Hall,Fans,Summer,22,8,1,3.61
Village,Fridges,Summer,23,8,1,0.33
Adams Hall,Kettles,Summer,0,8,2,0.86
Moulton House,Air Conditioners,Summer,1,8,2,2.62
Moulton House,Cooking Wares,Summer,2,8,2,1.73
Adams Hall,Air Conditioners,Summer,3,8,2,2.7
Village,Heaters,Summer,4,8,2,1.0
Parker Hall,Fridges,Summer,5,8,2,0.76
Parker Hall,Kettles,Summer,6,8,2,1.66
Adams Hall,Fans,Summer,7,8,2,2.26
Chu Hall,Laptops,Summer,8,8,2,2.65
Chu Hall,Fridges,Summer,9,8,2,2.72
Chu Hall,Kettles,Summer,10,8,2,2.24
Parker Hall,Fridges,Summer,11,8,2,1.74
Smith Hall,Fridges,Summer,12,8,2,0.77
Kaplanis Hall,Fridges,Summer,13,8,2,0.19
Chu Hall,Heaters,Summer,14,8,2,2.05
Chu Hall,Kettles,Summer,15,8,2,0.49
Kaplanis Hall,Kettles,Summer,16,8,2,1.83
Adams Hall,Fans,Summer,17,8,2,2.95
Gillespie Hall,Laptops,Summer,18,8,2,1.77
Gillespie Hall,Fridges,Summer,19,8,2,3.07
Parker Hall,Air Conditioners,Summer,20,8,2,2.51
Moulton House,Fridges,Summer,21,8,2,0.75
Moulton House,Cooking Wares,Summer,22,8,2,3.26
Chu Hall,Phones,Summer,23,8,2,0.56
Moulton House,Kettles,Summer,0,8,3,1.05
Kaplanis Hall,Heaters,Summer,1,8,3,2.25
Smith Hall,Fans,Summer,2,8,3,1.72
Smith Hall,Fans,Summer,3,8,3,1.91
Smith Hall,Cooking Wares,Summer,4,8,3,2.73
Gillespie Hall,Laptops,Summer,5,8,3,2.65
Kaplanis Hall,Fridges,Summer,6,8,3,2.08
Smith Hall,Air Conditioners,Summer,7,8,3,2.43
Chu Hall,Lamps,Summer,8,8,3,2.43
Moulton House,Fans,Summer,9,8,3,1.2
Adams Hall,Cooking Wares,Summer,10,8,3,2.17
Chu Hall,Phones,Summer,11,8,3,2.83
Adams Hall,Air Conditioners,Summer,12,8,3,2.74
Kaplanis Hall,Fridges,Summer,13,8,3,0.99
Parker Hall,Heaters,Summer,14,8,3,2.45
Kaplanis Hall,Cooking Wares,Summer,15,8,3,2.98
Kaplanis Hall,Phones,Summer,16,8,3,2.73
Adams Hall,Fans,Summer,17,8,3,0.77
Kaplanis Hall,Fans,Summer,18,8,3,2.19
Moulton House,Fans,Summer,19,8,3,2.88
Moulton House,Heaters,Summer,20,8,3,3.38
Kaplanis Hall,Lamps,Summer,21,8,3,1.11
Chu Hall,Fans,Summer,22,8,3,0.38
Smith Hall,Cooking Wares,Summer,23,8,3,1.11
Moulton House,Lamps,Summer,0,8,4,1.81
Chu Hall,Lamps,Summer,1,8,4,2.41
Moulton House,Phones,Summer,2,8,4,1.58
Parker Hall,Heaters,Summer,3,8,4,2.73
Moulton House,Fans,Summer,4,8,4,1.88
Village,Phones,Summer,5,8,4,0.81
Chu Hall,Lamps,Summer,6,8,4,1.8
Parker Hall,Phones,Summer,7,8,4,0.63
Chu Hall,Phones,Summer,8,8,4,1.07
Parker Hall,Heaters,Summer,9,8,4,2.47
Parker Hall,Cooking Wares,Summer,10,8,4,1.9
Village,Fans,Summer,11,8,4,1.94
Adams Hall,Cooking Wares,Summer,12,8,4,2.68
Gillespie Hall,Phones,Summer,13,8,4,0.41
Village,Lamps,Summer,14,8,4,0.32
Parker Hall,Fans,Summer,15,8,4,2.23
Adams Hall,Cooking Wares,Summer,16,8,4,1.53
Kaplanis Hall,Laptops,Summer,17,8,4,1.12
Adams Hall,Kettles,Summer,18,8,4,1.31
Parker Hall,Fans,Summer,19,8,4,0.57
Kaplanis Hall,Laptops,Summer,20,8,4,0.72
Adams Hall,Heaters,Summer,21,8,4,4.18
Moulton House,Air Conditioners,Summer,22,8,4,3.99
Parker Hall,Heaters,Summer,23,8,4,1.1
Gillespie Hall,Lamps,Summer,0,8,5,1.49
Smith Hall,Fridges,Summer,1,8,5,2.32
Kaplanis Hall,Fans,Summer,2,8,5,0.55
Smith Hall,Lamps,Summer,3,8,5,2.37
Parker Hall,Lamps,Summer,4,8,5,2.79
Chu Hall,Air Conditioners,Summer,5,8,5,0.44
Kaplanis Hall,Fridges,Summer,6,8,5,2.24
Village,Cooking Wares,Summer,7,8,5,2.32
Village,Laptops,Summer,8,8,5,1.14
Smith Hall,Fans,Summer,9,8,5,1.27
Gillespie Hall,Air Conditioners,Summer,10,8,5,1.59
Kaplanis Hall,Lamps,Summer,11,8,5,0.54
Gillespie Hall,Fridges,Summer,12,8,5,1.85
Smith Hall,Lamps,Summer,13,8,5,0.7
Adams Hall,Fridges,Summer,14,8,5,2.52
Village,Cooking Wares,Summer,15,8,5,0.21
Smith Hall,Air Conditioners,Summer,16,8,5,2.61
Village,Phones,Summer,17,8,5,2.17
Chu Hall,Cooking Wares,Summer,18,8,5,1.47
Parker Hall,Lamps,Summer,19,8,5,2.59
Adams Hall,Fridges,Summer,20,8,5,2.83
Kaplanis Hall,Lamps,Summer,21,8,5,2.93
Parker Hall,Fridges,Summer,22,8,5,1.77
Gillespie Hall,Kettles,Summer,23,8,5,2.86
Adams Hall,Fans,Summer,0,8,6,1.75
Moulton House,Heaters,Summer,1,8,6,2.18
Parker Hall,Laptops,Summer,2,8,6,2.07
Kaplanis Hall,Laptops,Summer,3,8,6,0.57
Smith Hall,Laptops,Summer,4,8,6,2.21
Village,Laptops,Summer,5,8,6,23.599999999999998
Gillespie Hall,Laptops,Summer,6,8,6,1.69
Moulton House,Phones,Summer,7,8,6,2.17
Gillespie Hall,Lamps,Summer,8,8,6,0.7
Adams Hall,Phones,Summer,9,8,6,0.76
Parker Hall,Phones,Summer,10,8,6,0.72
Adams Hall,Cooking Wares,Summer,11,8,6,0.24
Moulton House,Phones,Summer,12,8,6,0.9
Chu Hall,Laptops,Summer,13,8,6,1.4
Parker Hall,Kettles,Summer,14,8,6,1.79
Chu Hall,Fans,Summer,15,8,6,1.93
Smith Hall,Lamps,Summer,16,8,6,2.68
Gillespie Hall,Phones,Summer,17,8,6,2.13
Chu Hall,Kettles,Summer,18,8,6,2.51
Adams Hall,Cooking Wares,Summer,19,8,6,3.91
Chu Hall,Lamps,Summer,20,8,6,2.47
Gillespie Hall,Air Conditioners,Summer,21,8,6,3.65
Gillespie Hall,Phones,Summer,22,8,6,3.34
Village,Fridges,Summer,23,8,6,1.13
Parker Hall,Fans,Summer,0,8,0,2.02
Moulton House,Air Conditioners,Summer,1,8,0,2.37
Chu Hall,Lamps,Summer,2,8,0,1.19
Gillespie Hall,Kettles,Summer,3,8,0,2.36
Gillespie Hall,Air Conditioners,Summer,4,8,0,0.28
Moulton House,Cooking Wares,Summer,5,8,0,2.47
Moulton House,Fans,Summer,6,8,0,2.42
Parker Hall,Cooking Wares,Summer,7,8,0,0.92
Chu Hall,Phones,Summer,8,8,0,0.26
Chu Hall,Fans,Summer,9,8,0,1.8
Gillespie Hall,Heaters,Summer,10,8,0,0.26
Kaplanis Hall,Fridges,Summer,11,8,0,1.91
Moulton House,Cooking Wares,Summer,12,8,0,1.7
Village,Air Conditioners,Summer,13,8,0,1.12
Chu Hall,Heaters,Summer,14,8,0,2.62
Smith Hall,Phones,Summer,15,8,0,0.53
Gillespie Hall,Cooking Wares,Summer,16,8,0,2.84
Moulton House,Kettles,Summer,17,8,0,2.6
Kaplanis Hall,Cooking Wares,Summer,18,8,0,4.13
Parker Hall,Fans,Summer,19,8,0,4.49
Gillespie Hall,Air Conditioners,Summer,20,8,0,3.41
Village,Cooking Wares,Summer,21,8,0,0.67
Parker Hall,Air Conditioners,Summer,22,8,0,4.29
Chu Hall,Fans,Summer,23,8,0,2.54
Village,Heaters,Summer,0,8,1,1.62
Village,Fridges,Summer,1,8,1,1.92
Moulton House,Fridges,Summer,2,8,1,2.88
Smith Hall,Phones,Summer,3,8,1,0.32
Kaplanis Hall,Air Conditioners,Summer,4,8,1,2.96
Chu Hall,Lamps,Summer,5,8,1,0.7
Adams Hall,Phones,Summer,6,8,1,0.42
Parker Hall,Air Conditioners,Summer,7,8,1,0.67
Parker Hall,Phones,Summer,8,8,1,1.86
Parker Hall,Laptops,Summer,9,8,1,1.8
Kaplanis Hall,Lamps,Summer,10,8,1,2.99
Adams Hall,Air Conditioners,Summer,11,8,1,1.34
Moulton House,Lamps,Summer,12,8,1,2.57
Kaplanis Hall,Air Conditioners,Summer,13,8,1,1.48
Adams Hall,Phones,Summer,14,8,1,2.4
Parker Hall,Cooking Wares,Summer,15,8,1,2.9
Village,Fans,Summer,16,8,1,2.09
Chu Hall,Air Conditioners,Summer,17,8,1,1.55
Chu Hall,Cooking Wares,Summer,18,8,1,4.11
Kaplanis Hall,Fans,Summer,19,8,1,3.21
Village,Fridges,Summer,20,8,1,3.65
Adams Hall,Kettles,Summer,21,8,1,1.55
Gillespie Hall,Cooking Wares,Summer,22,8,1,1.3
Chu Hall,Kettles,Summer,23,8,1,2.65
Chu Hall,Kettles,Summer,0,8,2,0.91
Moulton House,Phones,Summer,1,8,2,0.34
Parker Hall,Lamps,Summer,2,8,2,2.03
Smith Hall,Heaters,Summer,3,8,2,0.53
Village,Heaters,Summer,4,8,2,2.03
Adams Hall,Lamps,Summer,5,8,2,1.78
Gillespie Hall,Phones,Summer,6,8,2,2.9
Adams Hall,Heaters,Summer,7,8,2,0.53
Parker Hall,Fridges,Summer,8,8,2,1.99
Smith Hall,Phones,Summer,9,8,2,2.25
Gillespie Hall,Cooking Wares,Summer,10,8,2,2.31
Moulton House,Air Conditioners,Summer,11,8,2,2.85
Smith Hall,Lamps,Summer,12,8,2,1.57
Village,Cooking Wares,Summer,13,8,2,2.72
Smith Hall,Phones,Summer,14,8,2,1.26
Smith Hall,Phones,Summer,15,8,2,0.9
Kaplanis Hall,Laptops,Summer,16,8,2,1.4
Chu Hall,Heaters,Summer,17,8,2,2.57
Parker Hall,Air Conditioners,Summer,18,8,2,0.73
Adams Hall,Lamps,Summer,19,8,2,4.29
Village,Fans,Summer,20,8,2,2.69
Smith Hall,Cooking Wares,Summer,21,8,2,3.13
Adams Hall,Air Conditioners,Summer,22,8,2,3.76
Chu Hall,Fridges,Summer,23,8,2,2.75
Village,Fridges,Summer,0,8,3,1.68
Gillespie Hall,Fridges,Summer,1,8,3,2.73
Smith Hall,Phones,Summer,2,8,3,0.48
Moulton House,Phones,Summer,3,8,3,1.76
Kaplanis Hall,Air Conditioners,Summer,4,8,3,1.79
Parker Hall,Kettles,Summer,5,8,3,0.7
Smith Hall,Lamps,Summer,6,8,3,1.4
Parker Hall,Fridges,Summer,7,8,3,3.0
Parker Hall,Cooking Wares,Summer,8,8,3,1.7
Moulton House,Phones,Summer,9,8,3,1.18
Adams Hall,Laptops,Summer,10,8,3,2.75
Kaplanis Hall,Lamps,Summer,11,8,3,0.87
Village,Lamps,Summer,12,8,3,0.16
Kaplanis Hall,Phones,Summer,13,8,3,0.55
Kaplanis Hall,Lamps,Summer,14,8,3,2.91
Smith Hall,Air Conditioners,Summer,15,8,3,0.57
Moulton House,Air Conditioners,Summer,16,8,3,0.65
Moulton House,Cooking Wares,Summer,17,8,3,1.57
Smith Hall,Lamps,Summer,18,8,3,2.26
Village,Air Conditioners,Summer,19,8,3,1.48
Chu Hall,Fans,Summer,20,8,3,1.82
Adams Hall,Lamps,Summer,21,8,3,3.48
Chu Hall,Air Conditioners,Summer,22,8,3,1.28
Chu Hall,Kettles,Summer,23,8,3,0.64
Moulton House,Heaters,Summer,0,8,4,1.98
Chu Hall,Lamps,Summer,1,8,4,2.29
Parker Hall,Air Conditioners,Summer,2,8,4,0.98
Smith Hall,Kettles,Summer,3,8,4,1.94
Smith Hall,Fans,Summer,4,8,4,0.41
Parker Hall,Phones,Summer,5,8,4,2.1
Chu Hall,Cooking Wares,Summer,6,8,4,2.0
Village,Heaters,Summer,7,8,4,2.52
Chu Hall,Fans,Summer,8,8,4,1.48
Village,Air Conditioners,Summer,9,8,4,1.66
Village,Lamps,Summer,10,8,4,2.0
Adams Hall,Fridges,Summer,11,8,4,2.61
Kaplanis Hall,Phones,Summer,12,8,4,2.41
Kaplanis Hall,Air Conditioners,Summer,13,8,4,0.54
Adams Hall,Lamps,Summer,14,8,4,1.66
Village,Phones,Summer,15,8,4,1.77
Smith Hall,Phones,Summer,16,8,4,2.54
Parker Hall,Lamps,Summer,17,8,4,1.25
Kaplanis Hall,Lamps,Summer,18,8,4,4.4
Moulton House,Fans,Summer,19,8,4,0.92
Kaplanis Hall,Cooking Wares,Summer,20,8,4,1.63
Adams Hall,Fans,Summer,21,8,4,2.63
Kaplanis Hall,Fans,Summer,22,8,4,4.2
Moulton House,Lamps,Summer,23,8,4,2.74
Smith Hall,Air Conditioners,Summer,0,8,5,0.32
Kaplanis Hall,Laptops,Summer,1,8,5,1.43
Kaplanis Hall,Air Conditioners,Summer,2,8,5,2.55
Moulton House,Laptops,Summer,3,8,5,2.95
Chu Hall,Heaters,Summer,4,8,5,2.02
Chu Hall,Lamps,Summer,5,8,5,2.85
Village,Air Conditioners,Summer,6,8,5,0.99
Village,Cooking Wares,Summer,7,8,5,2.98
Moulton House,Phones,Summer,8,8,5,1.92
Adams Hall,Fans,Summer,9,8,5,1.89
Smith Hall,Heaters,Summer,10,8,5,2.39
Smith Hall,Lamps,Summer,11,8,5,2.54
Smith Hall,Laptops,Summer,12,8,5,1.37
Adams Hall,Fridges,Summer,13,8,5,2.7
Moulton House,Air Conditioners,Summer,14,8,5,2.25
Kaplanis Hall,Air Conditioners,Summer,15,8,5,1.03
Kaplanis Hall,Kettles,Summer,16,8,5,1.65
Smith Hall,Phones,Summer,17,8,5,1.57
Smith Hall,Fans,Summer,18,8,5,1.61
Parker Hall,Air Conditioners,Summer,19,8,5,3.41
Kaplanis Hall,Air Conditioners,Summer,20,8,5,1.36
Kaplanis Hall,Cooking Wares,Summer,21,8,5,0.35
Moulton House,Kettles,Summer,22,8,5,3.22
Parker Hall,Cooking Wares,Summer,23,8,5,1.37
Chu Hall,Air Conditioners,Summer,0,8,6,0.47
Kaplanis Hall,Cooking Wares,Summer,1,8,6,0.62
Village,Laptops,Summer,2,8,6,2.25
Adams Hall,Heaters,Summer,3,8,6,1.12
Kaplanis Hall,Laptops,Summer,4,8,6,1.26
Adams Hall,Lamps,Summer,5,8,6,2.7
Kaplanis Hall,Laptops,Summer,6,8,6,0.36
Adams Hall,Phones,Summer,7,8,6,2.07
Parker Hall,Lamps,Summer,8,8,6,2.52
Chu Hall,Fridges,Summer,9,8,6,0.84
Smith Hall,Air Conditioners,Summer,10,8,6,1.06
Moulton House,Heaters,Summer,11,8,6,0.98
Smith Hall,Heaters,Summer,12,8,6,0.78
Chu Hall,Heaters,Summer,13,8,6,0.32
Village,Air Conditioners,Summer,14,8,6,2.69
Smith Hall,Laptops,Summer,15,8,6,1.21
Moulton House,Heaters,Summer,16,8,6,2.58
Smith Hall,Kettles,Summer,17,8,6,2.6
Parker Hall,Fridges,Summer,18,8,6,1.72
Gillespie Hall,Laptops,Summer,19,8,6,1.25
Adams Hall,Fans,Summer,20,8,6,0.77
Smith Hall,Fridges,Summer,21,8,6,2.11
Parker Hall,Laptops,Summer,22,8,6,4.28
Smith Hall,Heaters,Summer,23,8,6,1.49
Smith Hall,Lamps,Summer,0,8,0,1.73
Parker Hall,Kettles,Summer,1,8,0,2.61
Moulton House,Kettles,Summer,2,8,0,1.58
Parker Hall,Heaters,Summer,3,8,0,2.17
Smith Hall,Fans,Summer,4,8,0,1.72
Village,Phones,Summer,5,8,0,0.56
Moulton House,Laptops,Summer,6,8,0,2.34
Village,Kettles,Summer,7,8,0,1.85
Chu Hall,Heaters,Summer,8,8,0,2.89
Village,Cooking Wares,Summer,9,8,0,1.04
Moulton House,Laptops,Summer,10,8,0,0.92
Adams Hall,Fridges,Summer,11,8,0,1.98
Chu Hall,Laptops,Summer,12,8,0,0.99
Gillespie Hall,Kettles,Summer,13,8,0,2.42
Chu Hall,Laptops,Summer,14,8,0,2.07
Kaplanis Hall,Lamps,Summer,15,8,0,2.59
